kvknummer,naam,vestigingsnummer,isHoofdvestiging,adres,huisnr-toev,huisnr,huisnr_remainder,plaats,postcode,sbi_codes,adresseerbaarobject_id,geometrie_ll,weergavenaam,longitude,latitude,oppervlakte
01098504,Stichting ZuidOostZorg / Huisartsenhospitaal,000028496019,False,Burgemeester Wuiteweg,140b,140,b,Drachten,9203 KP,,0090010000673326,POINT(6.0978393 53.09613226),"Burgemeester Wuiteweg 140b, 9203KP Drachten",6.0978393,53.09613226,1065.0
01098504,Stichting ZuidOostZorg / Locatie Boekehiem,000031128785,False,Fundatielaan,2,2,,Beetsterzwaag,9244 CK,,0086010000393823,POINT(6.0821377 53.06008216),"Fundatielaan 2, 9244CK Beetsterzwaag",6.0821377,53.06008216,93.0
01098504,Stichting ZuidOostZorg / Locatie Commissieweg Twee,000023200103,False,Commissieweg,3b,3,b,Beetsterzwaag,9244 GB,,0086010000403264,POINT(6.07269765 53.05793518),"Commissieweg 3B, 9244GB Beetsterzwaag",6.07269765,53.05793518,446.0
01098504,Stichting ZuidOostZorg / Locatie De Lijte,000023200081,False,Lijteplein,56,56,,Ureterp,9247 ES,,0086010000400607,POINT(6.17258966 53.09390838),"Lijteplein 56, 9247ES Ureterp",6.17258966,53.09390838,2845.0
01098504,Stichting ZuidOostZorg / Locatie De Miente,000023200065,False,De Hoop,2,2,,Gorredijk,8401 AC,,,,,,,
01098504,Stichting ZuidOostZorg / locatie De Waadwente,000032891423,False,Birdaarderstraatweg,68,68,,Dokkum,9101 DA,,0058010000221036,POINT(5.99431867 53.32106814),"Birdaarderstraatweg 68, 9101DA Dokkum",5.99431867,53.32106814,6635.0
01098504,Stichting ZuidOostZorg / Locatie De Wiken,000023200073,False,Dwarswyk,346a,346,a,Drachten,9202 CA,,0090010000624978,POINT(6.1119392 53.11209063),"Dwarswyk 346a, 9202CA Drachten",6.1119392,53.11209063,3566.0
01098504,Stichting ZuidOostZorg / Locatie Lijtehiem,000027698548,False,Dokter Prakkenleane,14,14,,Ureterp,9247 BZ,,0086010000400803,POINT(6.17262317 53.09317602),"Dokter Prakkenleane 14A-14, 9247BZ Ureterp",6.17262317,53.09317602,342.0
01098504,Stichting ZuidOostZorg / Locatie Marrewyk,000023199458,False,Compagnonsplein,1,1,,Drachten,9202 NN,,0090010000665066,POINT(6.11085372 53.09923704),"Compagnonsplein 1, 9202NN Drachten",6.11085372,53.09923704,51502.0
01098504,Stichting ZuidOostZorg / Locatie Neibertilla,000023199431,True,Burgemeester Wuiteweg,140,140,,Drachten,9203 KP,,0090010000621674,POINT(6.09818626 53.09667929),"Burgemeester Wuiteweg 140, 9203KP Drachten",6.09818626,53.09667929,6021.0
01098504,Stichting ZuidOostZorg / Locatie Rispinge,000023199504,False,Rispinge,1,1,,Drachten,9203 ZG,,0090010000619680,POINT(6.1021734 53.10258304),"Rispinge 1, 9203ZG Drachten",6.1021734,53.10258304,3734.0
01098504,Stichting ZuidOostZorg / Locatie Sinnehiem,000027698556,False,Sinnehiem,1,1,,Haulerwijk,8433 JP,,0085010000052714,POINT(6.33472597 53.06304913),"Sinnehiem 1, 8433JP Haulerwijk",6.33472597,53.06304913,8647.0
01098504,Stichting ZuidOostZorg / Locatie Stellinghaven/Appelscha,000023199482,False,Beatrixoord,1,1,,Appelscha,8426 GM,,0085010000048264,POINT(6.33572055 52.9453665),"Beatrixoord 1, 8426GM Appelscha",6.33572055,52.9453665,2120.0
01098504,Stichting ZuidOostZorg / Locatie Stellinghaven/Oosterwolde,000023199474,False,Schapekamp,1,1,,Oosterwolde,8431 HW,,0085010000048270,POINT(6.2966498 52.99214648),"Schapekamp 1, 8431HW Oosterwolde",6.2966498,52.99214648,6738.0
01098504,Stichting ZuidOostZorg / Locatie Voltawerk,000023199466,False,Stationsweg,72,72,,Gorredijk,8401 DS,,0086010000373033,POINT(6.06307028 53.00960841),"Stationsweg 72, 8401DS Gorredijk",6.06307028,53.00960841,2695.0
01098504,Stichting ZuidOostZorg / Locatie ZorgThuis Ooststellingwerf,000028329902,False,Brink,1 100,1,100,Oosterwolde,8431 LD,,0085010000051319,POINT(6.29452801 52.99302403),"Brink 1-100, 8431LD Oosterwolde",6.29452801,52.99302403,4352.0
01098504,Stichting ZuidOostZorg / Locatie ZorgThuis Opsterland,000027750183,False,Stationsweg,76,76,,Gorredijk,8401 DT,,0086010000390138,POINT(6.0631019 53.01035743),"Stationsweg 76, 8401DT Gorredijk",6.0631019,53.01035743,428.0
01098504,Stichting ZuidOostZorg / ZorgThuis Smallingerland,000029162785,False,Rispinge,1,1,,Drachten,9203 ZG,,0090010000619680,POINT(6.1021734 53.10258304),"Rispinge 1, 9203ZG Drachten",6.1021734,53.10258304,3734.0
01110074,Appelscha,000030036321,False,Vaart Zz,60,60,,Appelscha,8426 AG,,0085010000050209,POINT(6.35597499 52.95438152),"Vaart Zz 60, 8426AG Appelscha",6.35597499,52.95438152,327.0
01110074,Bakkeveen De Trije Doarpen,000033772231,False,Weverswâl,7a,7,a,Bakkeveen,9243 JL,,0086010000399621,POINT(6.25674375 53.08101612),"Weverswâl 7A, 9243JL Bakkeveen",6.25674375,53.08101612,108.0
01110074,Berchhiem,000033771928,False,Prins Bernhardstraat,74,74,,Burgum,9251 GM,,0737010000019685,POINT(5.98324429 53.18979548),"Prins Bernhardstraat 74, 9251GM Burgum",5.98324429,53.18979548,2282.0
01110074,Berltsum,000023376376,False,Hôfsleane,30a,30,a,Berltsum,9041 AR,,0083010000004195,POINT(5.64988595 53.2437286),"Hôfsleane 30A, 9041AR Berltsum",5.64988595,53.2437286,137.0
01110074,Bilgaard,000033771510,False,Ludinga,12,12,,Leeuwarden,8918 GX,,0080010000445682,POINT(5.79653891 53.21586173),"Ludinga 12, 8918GX Leeuwarden",5.79653891,53.21586173,654.0
01110074,Brugchelencamp,000028752082,False,Brugchelencamp,1,1,,De Westereen,9271 EP,,1891010001660466,POINT(6.0326736 53.25427328),"Brugchelencamp 1, 9271EP De Westereen",6.0326736,53.25427328,5436.0
01110074,Burgum (HHP It Pelderhûs),000030037034,False,Mr. W.M. Oppedijk van Veenweg,38b,38,b,Burgum,9251 GA,,0737010000002643,POINT(6.00048797 53.18924439),"Mr. W.M. Oppedijk van Veenweg 38B, 9251GA Burgum",6.00048797,53.18924439,385.0
01110074,Burgum Team Glinstrastate,000030036704,False,Ds. Talmasingel,133,133,,Burgum,9251 ER,,0737010000014999,POINT(5.99790237 53.19366963),"Ds. Talmasingel 133, 9251ER Burgum",5.99790237,53.19366963,125.0
01110074,Camminghaburen,000023376309,False,Lieuwenburg,2,2,,Leeuwarden,8925 CK,,0080010000464926,POINT(5.8376007 53.2113438),"Lieuwenburg 2, 8925CK Leeuwarden",5.8376007,53.2113438,387.0
01110074,Camminghastins,000033771502,False,Lieuwenburg,2,2,,Leeuwarden,8925 CK,,0080010000464926,POINT(5.8376007 53.2113438),"Lieuwenburg 2, 8925CK Leeuwarden",5.8376007,53.2113438,387.0
01110074,De Hofwijck & Verpleeghotel,000023376228,False,Dirk Zeperweg,2,2,,Leeuwarden,8917 AZ,,0080010000461924,POINT(5.79630204 53.20806821),"Dirk Zeperweg 2, 8917AZ Leeuwarden",5.79630204,53.20806821,8798.0
01110074,De Skûle,000032753845,False,Stasjonswei,12,12,,Mitselwier,9123 JZ,,0058010000245277,POINT(6.06371125 53.36125809),"Stasjonswei 12, 9123JZ Mitselwier",6.06371125,53.36125809,2970.0
01110074,De Stelp,000032752407,False,Hidde Dirks Katstraat,4,4,,Hollum,9161 AZ,,0060010000136550,POINT(5.6353648 53.44059818),"Hidde Dirks Katstraat 4a, 9161AZ Hollum",5.6353648,53.44059818,92.0
01110074,De Uiterton,000033768153,False,Boslaan,1,1,,Vlieland,8899 BM,,0096010011096258,POINT(5.07476239 53.29759464),"Boslaan 1, 8899BM Vlieland",5.07476239,53.29759464,53.0
01110074,Dongeraheem,000032753578,False,Dongeradyk,67,67,,Dokkum,9101 GC,,0058010000244905,POINT(6.01031224 53.32697979),"Dongeradyk 67, 9101GC Dokkum",6.01031224,53.32697979,4687.0
01110074,Drachten Team de Wiken / De Venen,000030037069,False,Middelwyk,39,39,,Drachten,9202 GN,,0090010000647036,POINT(6.11245209 53.109734),"Middelwyk 39a, 9202GN Drachten",6.11245209,53.109734,402.0
01110074,Drachten Team Folgeren / De Swetten,000033771901,False,Oud Ambacht,116,116,,Drachten,9201 XE,,0090010000665618,POINT(6.08988195 53.11425606),"Oud Ambacht 116, 9201XE Drachten",6.08988195,53.11425606,572.0
01110074,Drachten Team NoordOost,000033772223,False,De Vogelweide,5,5,,Drachten,9201 TE,,0090010000686131,POINT(6.1047532 53.11365919),"De Vogelweide 5, 9201TE Drachten",6.1047532,53.11365919,648.0
01110074,Garijp,000033770336,False,Eendrachtsweg,9a,9,a,Garyp,9263 PH,,0737010000019668,POINT(5.96865515 53.1682101),"Eendrachtsweg 9A, 9263PH Garyp",5.96865515,53.1682101,60.0
01110074,Greunshiem,000023376236,False,Tjotterstraat,16,16,,Leeuwarden,8937 AS,,0080010000481096,POINT(5.81938197 53.19554854),"Tjotterstraat 16, 8937AS Leeuwarden",5.81938197,53.19554854,7482.0
01110074,Haersmahiem,000028752066,False,Eringalaan,8,8,,Buitenpost,9285 TR,,0059010000865345,POINT(6.1418823 53.25010988),"Eringalaan 8, 9285TR Buitenpost",6.1418823,53.25010988,2742.0
01110074,Harlingen,000023376368,False,Midlumerlaan,53a,53,a,Harlingen,8861 JH,,0072010000309848,POINT(5.42688865 53.17953831),"Midlumerlaan 53A, 8861JH Harlingen",5.42688865,53.17953831,770.0
01110074,Haulerwijk en Donkerbroek,000030037166,False,Leeksterweg,15,15,,Haulerwijk,8433 KV,,0085010000003265,POINT(6.33143923 53.06661935),"Leeksterweg 15, 8433KV Haulerwijk",6.33143923,53.06661935,118.0
01110074,IenhoarnState,000049241273,False,Dyksterbuorren,16,16,,Menaam,9036 MS,,0083010000003617,POINT(5.66115005 53.21727278),"Dyksterbuorren 16, 9036MS Menaam",5.66115005,53.21727278,2348.0
01110074,Jubbega,000030037840,False,Ericalaan,22a,22,a,Jubbega,8411 VK,,0074010000407757,POINT(6.1249735 53.00293123),"Ericalaan 22A, 8411VK Jubbega",6.1249735,53.00293123,423.0
01110074,Marcelis Goverts Gasthuis,000027458784,False,Noordersingel,54,54,,Leeuwarden,8917 BB,,0080010000439726,POINT(5.79349797 53.20592118),"Noordersingel 54, 8917BB Leeuwarden",5.79349797,53.20592118,663.0
01110074,Nij Statelân,000023376260,False,Nijlân,25,25,,Menaam,9036 JL,,0083010000003303,POINT(5.66030303 53.21368408),"Nijlân 25, 9036JL Menaam",5.66030303,53.21368408,1169.0
01110074,Noardburgum (HHP Van der Ploeg),000030037859,False,Eelke Scherjonstrjitte,3,3,,Noardburgum,9257 VD,,0737010000019568,POINT(6.00296925 53.22194396),"Eelke Scherjonstrjitte 3, 9257VD Noardburgum",6.00296925,53.22194396,118.0
01110074,Noordwolde,000030038065,False,Hoofdstraat Oost,5,5,,Noordwolde,8391 AS,,0098010000013874,POINT(6.14070513 52.89095206),"Hoofdstraat Oost 5, 8391AS Noordwolde",6.14070513,52.89095206,466.0
01110074,Opslag Drachten,000030037050,False,Het Zuid,43,43,,Drachten,9203 TB,,0090010000619266,POINT(6.10064051 53.08587117),"Het Zuid 43, 9203TB Drachten",6.10064051,53.08587117,413.0
01110074,Oud-Oost,000023376406,False,Insulindestraat,14,14,,Leeuwarden,8921 JW,,0080010010092512,POINT(5.81260414 53.2046012),"Insulindestraat 14, 8921JW Leeuwarden",5.81260414,53.2046012,91.0
01110074,"Oudega, Nijega, De Tike en Opeinde",000033768188,False,Buorren,34e,34,e,Oudega,9216 WE,,0090010000672241,POINT(5.99483968 53.12609407),"Buorren 34e, 9216WE Oudega",5.99483968,53.12609407,125.0
01110074,Parkhoven & Wijkhuispitaal,000023376295,False,Dorhoutstraat,6,6,,Leeuwarden,8933 DD,,0080010010085002,POINT(5.81116272 53.19496732),"Dorhoutstraat 6, 8933DD Leeuwarden",5.81116272,53.19496732,12.0
01110074,Petterhústerstate,000023376392,False,Petterhústerdyk,6c,6,c,Stiens,9051 CX,,0081010000000120,POINT(5.76227175 53.25965373),"Petterhústerdyk 6c, 9051CX Stiens",5.76227175,53.25965373,281.0
01110074,Regiokantoor Thuiszorg Ooststellingwerf,000030038103,False,Brink,1 102,1,102,Oosterwolde,8431 LD,,0085010000051324,POINT(6.29458208 52.99302812),"Brink 1-102, 8431LD Oosterwolde",6.29458208,52.99302812,144.0
01110074,Regiokantoor Thuiszorg Opsterland,000030036291,False,Stationsweg,78,78,,Gorredijk,8401 DT,,0086010000373017,POINT(6.06276475 53.01038789),"Stationsweg 78, 8401DT Gorredijk",6.06276475,53.01038789,681.0
01110074,Regiokantoor Thuiszorg Smallingerland,000033768196,False,Burgemeester Wuiteweg,33,33,,Drachten,9203 KA,,,,,,,
01110074,Regiokantoor Thuiszorg Weststellingwerf,000030038979,False,Markt,11,11,,Wolvega,8471 AS,,0098010000009521,POINT(6.00559895 52.87773368),"Markt 11, 8471AS Wolvega",6.00559895,52.87773368,744.0
01110074,Sint Jozef,000023376252,False,Eestraat,15,15,,Leeuwarden,8922 JA,,0080010010079264,POINT(5.79898998 53.20723865),"Eestraat 15, 8922JA Leeuwarden",5.79898998,53.20723865,2726.0
01110074,Skilhiem,000023376279,False,Nije Poarte,33,33,,Stiens,9051 MB,,0081010000004508,POINT(5.75365603 53.26388695),"Nije Poarte 33, 9051MB Stiens",5.75365603,53.26388695,1715.0
01110074,Stichting Kwadrantgroep,000033758328,True,Zonnedauw,7,7,,Drachten,9202 PE,,0090010000617410,POINT(6.12599426 53.10386184),"Zonnedauw 7, 9202PE Drachten",6.12599426,53.10386184,2599.0
01110074,Surhuisterveen,000030038510,False,Nije Jirden,12a,12,a,Surhuisterveen,9231 KT,,0059010000839078,POINT(6.16639669 53.18411348),"Nije Jirden 12A, 9231KT Surhuisterveen",6.16639669,53.18411348,77.0
01110074,Swettehiem,000023376287,False,Pieter Sipmawei,290,290,,Leeuwarden,8915 EH,,0080010000402162,POINT(5.76738932 53.20894752),"Pieter Sipmawei 290, 8915EH Leeuwarden",5.76738932,53.20894752,3603.0
01110074,t Suyderhuys,000028752090,False,Zonneweide,1,1,,Surhuisterveen,9231 BB,,0059010000865177,POINT(6.16283991 53.17834388),"Zonneweide 1, 9231BB Surhuisterveen",6.16283991,53.17834388,4200.0
01110074,Talma Hûs,000032752202,False,Juliusstrjitte,44,44,,Feanwâlden,9269 NV,,1891010001658557,POINT(5.99016097 53.23683492),"Juliusstrjitte 44, 9269NV Feanwâlden",5.99016097,53.23683492,10161.0
01110074,Talmahoeve,000032752113,False,Johanneswâld,1,1,,Feanwâlden,9269 VS,,1891010001649064,POINT(5.98708127 53.2411669),"Johanneswâld 1, 9269VS Feanwâlden",5.98708127,53.2411669,3417.0
01110074,Ureterp,000030036313,False,Lijteplein,43,43,,Ureterp,9247 ER,,,,,,,
01110074,Vrijheidswijk,000023376414,False,Canadezenlaan,198,198,,Leeuwarden,8923 AB,,0080010000386254,POINT(5.81597553 53.21484388),"Canadezenlaan 198, 8923AB Leeuwarden",5.81597553,53.21484388,72.0
01110074,Zwaagwesteinde (Sikkemahus),000030039002,False,Gielfinkstrjitte,2,2,,De Westereen,9271 EE,,1891010001653482,POINT(6.03393762 53.25306333),"Gielfinkstrjitte 2, 9271EE De Westereen",6.03393762,53.25306333,124.0
01124315,Algemene Crisisopvang Emmen / Wender,000026332302,False,Zuidlaarderbrink,69,69,,Emmen,7812 GB,,0114010000288658,POINT(6.88223871 52.75902301),"Zuidlaarderbrink 69, 7812GB Emmen",6.88223871,52.75902301,111
01124315,Crisisopvang Den Eikelaar / Wender,000000388475,False,Oldebertweg,61,61,,Leek,9351 PC,,0022010000008977,POINT(6.37349432 53.17197733),"Oldebertweg 61, 9351PC Leek",6.37349432,53.17197733,1550
01124315,Damsterdiephuis / Wender,000023126809,False,Damsterdiep,134,134,,Groningen,9713 EM,,0014010022209653,POINT(6.58147397 53.22008455),"Damsterdiep 134, 9713EM Groningen",6.58147397,53.22008455,91
01124315,Eemshuis - locatie Zeeheldenbuurt / Wender,000026332299,False,Van Heemskerckstraat,75,75,,Groningen,9726 GH,,0014010011016642,POINT(6.54645932 53.21269128),"Van Heemskerckstraat 75, 9726GH Groningen",6.54645932,53.21269128,562
01124315,Hoendiephuis / Wender,000023126817,False,Eendrachtskade,27,27,,Groningen,9718 BB,,0014010011052717,POINT(6.5529223 53.21456696),"Eendrachtskade 27, 9718BB Groningen",6.5529223,53.21456696,625
01124315,Lauwershuis / Wender,000026332280,False,Schuitemakersstraat,9,9,,Groningen,9711 HW,,0014010011064659,POINT(6.56055102 53.2160302),"Schuitemakersstraat 9-1, 9711HW Groningen",6.56055102,53.2160302,48
01124315,Ommelanderhuis / Wender,000023126825,False,Schoolstraat,11,11,,Groningen,9712 JP,,0014010011065651,POINT(6.57109932 53.2188878),"Schoolstraat 11, 9712JP Groningen",6.57109932,53.2188878,75
01124315,Vrouwenopvang Emmen / Wender,000023050721,False,Hesselterbrink,452,452,,Emmen,7812 EL,,0114010000375431,POINT(6.87967669 52.75905515),"Hesselterbrink 452, 7812EL Emmen",6.87967669,52.75905515,1077
01124315,Vrouwenopvang Groningen / Wender,000023050705,False,Piet Fransenlaan,1,1,,Groningen,9713 WN,,0014010022200505,POINT(6.57908163 53.22699128),"Piet Fransenlaan 1, 9713WN Groningen",6.57908163,53.22699128,947
01124315,Wender,000000388467,True,Oostergoweg,1,1,,Leeuwarden,8911 MA,,0080010011107710,POINT(5.79765776 53.19723699),"Oostergoweg 1, 8911MA Leeuwarden",5.79765776,53.19723699,440
01136210,Ommelander Ziekenhuis Groningen,000000736708,True,Pastorieweg,1,1,,Scheemda,9679 BJ,,1895010000021873,POINT(6.95940417 53.18287518),"Pastorieweg 1, 9679BJ Scheemda",6.95940417,53.18287518,37299
01137892,Erasmus,000031889891,False,Hempenserweg,29,29,,Leeuwarden,8935 BD,,0080010000497889,POINT(5.80315613 53.1856998),"Hempenserweg 29, 8935BD Leeuwarden",5.80315613,53.1856998,3560.0
01137892,Jabikshof,000050073168,False,Hoyteslân,8,8,,Goutum,9084 ED,,0080010011094846,POINT(5.79658975 53.17251238),"Hoyteslân 8, 9084ED Goutum",5.79658975,53.17251238,962.0
01137892,Noorderbreedte B.V.,000017030722,True,Harlingertrekweg,53,53,,Leeuwarden,8913 HR,,0080010011145394,POINT(5.77904604 53.19807598),"Harlingertrekweg 53, 8913HR Leeuwarden",5.77904604,53.19807598,9737.0
01137892,Van Harenshuus,000031993370,False,Cingel,2,2,,St.-Annaparochie,9076 DK,,0063010000005128,POINT(5.65857924 53.27497853),"Cingel 2, 9076DK St.-Annaparochie",5.65857924,53.27497853,4730.0
01137892,Voorheen Zorgcentrum Bornia Herne,000029316324,False,Borniastraat,40,40,,Leeuwarden,8934 AD,,,,,,,
01137892,Westerpoort,000031889883,False,Academiestraat,23,23,,Franeker,8801 LJ,,0070010000349353,POINT(5.53897122 53.18546053),"Academiestraat 23, 8801LJ Franeker",5.53897122,53.18546053,100.0
01137892,Woonvorm Florastate,000029314844,False,Holwortel,37,37,,Leeuwarden,8935 LH,,0080010000427458,POINT(5.8274675 53.18928333),"Holwortel 37, 8935LH Leeuwarden",5.8274675,53.18928333,452.0
01137892,Ymedam,000029315395,False,Ymedam,34,34,,Leeuwarden,8918 LX,,0080010000458028,POINT(5.78460344 53.21474955),"Ymedam 34, 8918LX Leeuwarden",5.78460344,53.21474955,130.0
01137892,Zorgcentrum Abbingahiem,000029314852,False,Jansoniusstraat,4,4,,Leeuwarden,8934 BM,,0080010000445302,POINT(5.8066081 53.19159963),"Jansoniusstraat 4, 8934BM Leeuwarden",5.8066081,53.19159963,12702.0
01137892,Zorgcentrum Bennema State,000029315409,False,Rijksstraatweg,165,165,,Hurdegaryp,9254 DE,,0737010000019329,POINT(5.95756333 53.21980425),"Rijksstraatweg 165, 9254DE Hurdegaryp",5.95756333,53.21980425,3341.0
01137892,Zorgcentrum De Batting,000029316332,False,Jetting,1a,1,a,Harlingen,8862 AK,,0072010000320434,POINT(5.4309035 53.16251577),"Jetting 1A, 8862AK Harlingen",5.4309035,53.16251577,6393.0
01137892,Zorgcentrum De Spiker,000029316553,False,Saltryperlaan,1,1,,Harlingen,8861 VD,,0072010000313094,POINT(5.43254137 53.17851194),"Saltryperlaan 1, 8861VD Harlingen",5.43254137,53.17851194,9316.0
01137892,Zorgcentrum De Stilen,000029317924,False,Longway,2,2,,West-Terschelling,8881 CN,,0093010000223623,POINT(5.21570321 53.36454154),"Longway 2, 8881CN West-Terschelling",5.21570321,53.36454154,1062.0
01137892,Zorgcentrum Friesma State,000029318580,False,Oostergoostraat,52,52,,Grou,9001 CM,,0055010000284506,POINT(5.83489951 53.09192585),"Oostergoostraat 52, 9001CM Grou",5.83489951,53.09192585,3046.0
01137892,Zorgcentrum Meckama State,000029318599,False,Tsjerk Hiddesstraat,42,42,,Kollum,9291 AM,,1970010011099283,POINT(6.14925357 53.28385923),"Tsjerk Hiddesstraat 42, 9291AM Kollum",6.14925357,53.28385923,11399.0
01137892,Zorgcentrum Nieuw Mellens,000029319552,False,Borniastraat,32,32,,Leeuwarden,8934 AD,,0080010000460964,POINT(5.80137285 53.18776652),"Borniastraat 32, 8934AD Leeuwarden",5.80137285,53.18776652,7143.0
01137892,Zorgcentrum Nieuw Toutenburg,000029319560,False,Zomerweg,75,75,,Noardburgum,9257 ME,,0737010001000019,POINT(6.01658655 53.22034393),"Zomerweg 75, 9257ME Noardburgum",6.01658655,53.22034393,374.0
01140134,Oranjeborg B.V.,000009211136,True,Blankenstein,110,110,,Meppel,7943 PE,,0119010000004854,POINT(6.20693987 52.69552478),"Blankenstein 110, 7943PE Meppel",6.20693987,52.69552478,1038
01140346,Synaeda Arnhem,000061464406,False,Papendallaan,60,60,,Arnhem,6816 VD,,0202010000838336,POINT(5.81968876 52.01204896),"Papendallaan 60, 6816VD Arnhem",5.81968876,52.01204896,17138
01140346,Synaeda Buitenpost,000001185721,False,Kerkstraat,41,41,,Buitenpost,9285 TA,,0059010000856290,POINT(6.14429273 53.25258556),"Kerkstraat 41, 9285TA Buitenpost",6.14429273,53.25258556,1887
01140346,Synaeda Digitale Poli,000049023020,False,Sixmastraat,3,3,,Leeuwarden,8932 PA,,0080010000429992,POINT(5.79969396 53.19401472),"Sixmastraat 3, 8932PA Leeuwarden",5.79969396,53.19401472,1719
01140346,Synaeda Dokkum,000039485501,False,Rondweg-West,35s,35,s,Dokkum,9101 BE,,0058010000250240,POINT(5.98624828 53.32508783),"Rondweg-West 35S, 9101BE Dokkum",5.98624828,53.32508783,460
01140346,Synaeda Drachten,000039485498,False,De Opgang,2 1,2,1,Drachten,9203 GD,,0090010000613154,POINT(6.09961684 53.10246675),"De Opgang 2-1, 9203GD Drachten",6.09961684,53.10246675,1434
01140346,Synaeda Heerenveen,000039485471,False,Kastanjelaan,1,1,,Heerenveen,8441 NC,,0074010000402816,POINT(5.91544758 52.96707699),"Kastanjelaan 1, 8441NC Heerenveen",5.91544758,52.96707699,2297
01140346,Synaeda Leeuwarden,000039485463,False,Sixmastraat,1,1,,Leeuwarden,8932 PA,,0080010000411974,POINT(5.7995367 53.19362192),"Sixmastraat 1, 8932PA Leeuwarden",5.7995367,53.19362192,723
01140346,Synaeda PMC B.V.,000017568137,True,Fonteinland,9,9,,Leeuwarden,8913 CZ,,0080010000490515,POINT(5.78432079 53.20007185),"Fonteinland 9, 8913CZ Leeuwarden",5.78432079,53.20007185,997
01140346,Synaeda Sneek,000039485455,False,Simmerdyk,19,19,,Sneek,8601 ZP,,0091010000032409,POINT(5.63946378 53.03394139),"Simmerdyk 19, 8601ZP Sneek",5.63946378,53.03394139,2090
01143871,Dagbehandeling in Zonnehuis Oostergast,000028459393,False,Atlasstraat,8,8,,Zuidhorn,9801 VA,,1969010050011486,POINT(6.41042829 53.24823326),"Atlasstraat 8, 9801VA Zuidhorn",6.41042829,53.24823326,975
01143871,Dagverzorging Muntendam,000028459423,False,Domela Nieuwenhuisweg,3,3,,Muntendam,9649 AJ,,1987010000002691,POINT(6.86360977 53.13261896),"Domela Nieuwenhuisweg 3, 9649AJ Muntendam",6.86360977,53.13261896,217
01143871,Huiskamer van Leens,000029913578,False,De Brouwerij,1a,1,a,Leens,9965 NB,,1663010000006236,POINT(6.37465677 53.36067455),"De Brouwerij 1A, 9965NB Leens",6.37465677,53.36067455,80
01143871,Revalidatiecentrum Eemsdelta,000028455436,False,Zwet,9,9,,Delfzijl,9932 AA,,0010010000052988,POINT(6.90865956 53.31924985),"Zwet 9, 9932AA Delfzijl",6.90865956,53.31924985,4500
01143871,Stichting Zonnehuisgroep Noord/Zonnehuis Thuis/Zonnehuis Experts Eerste Lijn,000028385233,True,Izarstraat,1,1,,Zuidhorn,9801 VH,,0056010000030732,POINT(6.41312048 53.2473038),"Izarstraat 1, 9801VH Zuidhorn",6.41312048,53.2473038,980
01143871,Woonhaven Marum,000028457676,False,Wilgenlaan,2,2,,Marum,9363 CS,,0025010000024915,POINT(6.2674817 53.14357655),"Wilgenlaan 2, 9363CS Marum",6.2674817,53.14357655,658
01143871,Woonhaven Opwierde,000034847316,False,Burgemeester Klauckelaan,18,18,,Appingedam,9902 KZ,,0003010000133201,POINT(6.8637378 53.31541388),"Burgemeester Klauckelaan 18a-1, 9902KZ Appingedam",6.8637378,53.31541388,87
01143871,Zonnehuis BetingeStaete/Woonhaven Zonnehuis BetingeStaete,000028456068,False,Ede Staalstraat,1,1,,Delfzijl,9933 KJ,,0010010000050595,POINT(6.91012854 53.33554993),"Ede Staalstraat 1, 9933KJ Delfzijl",6.91012854,53.33554993,3230
01143871,Zonnehuis de Hoorn/Dagverzorging de Hoornse Sociëteit.,000028456076,False,Nachtegaalstraat,2,2,,Marum,9363 GB,,1969010050011191,POINT(6.26354521 53.14441305),"Nachtegaalstraat 2, 9363GB Marum",6.26354521,53.14441305,4155
01143871,Zonnehuis de Marne,000028455444,False,De Brouwerij,1,1,,Leens,9965 NB,,1663010000006185,POINT(6.37473438 53.36067055),"De Brouwerij 1, 9965NB Leens",6.37473438,53.36067055,639
01143871,Zonnehuis Oostergast VPH/Zonnehuis Oostergast VZH,000028455428,False,Gemmastraat,14,14,,Zuidhorn,9801 VG,,0056010000031004,POINT(6.41311686 53.24835078),"Gemmastraat 14, 9801VG Zuidhorn",6.41311686,53.24835078,195
01143871,Zonnehuis St Jozef/Dagverzorging de Oetkomst,000028456106,False,Noorderstraat,142,142,,Sappemeer,9611 AN,,0018010000047397,POINT(6.78215934 53.16314127),"Noorderstraat 142, 9611AN Sappemeer",6.78215934,53.16314127,1410
01143871,Zonnehuis Ufkenshuis,000028456114,False,Reint Dijkemastraat,1,1,,Siddeburen,9628 CW,,0040010000025969,POINT(6.86880447 53.24643005),"Reint Dijkemastraat 1, 9628CW Siddeburen",6.86880447,53.24643005,7078
01143871,Zonnehuis Wiemersheerd,000028457609,False,De Schepperij,2,2,,Loppersum,9919 HJ,,0024010000158276,POINT(6.74888476 53.33349352),"De Schepperij 2, 9919HJ Loppersum",6.74888476,53.33349352,2060
01157981,Pathologie Friesland,000011677686,True,Jelsumerstraat,6a,6,a,Leeuwarden,8917 EN,,0080010000488987,POINT(5.78960591 53.21108518),"Jelsumerstraat 6a, 8917EN Leeuwarden",5.78960591,53.21108518,1302
01169570,Academische Huisartsenpraktijk Groningen,000038194988,False,Oostersingel,67,67,,Groningen,9713 EZ,,0014010011023935,POINT(6.5708795 53.22324109),"Oostersingel 67, 9713EZ Groningen",6.5708795,53.22324109,167
