kvknummer,naam,vestigingsnummer,isHoofdvestiging,adres,huisnr-toev,huisnr,huisnr_remainder,plaats,postcode,sbi_codes,adresseerbaarobject_id,geometrie_ll,weergavenaam,longitude,latitude,oppervlakte
41190166,Oostendeweg 48,000061258547,False,Oostendeweg,48,48,,Groningen,9723 HH,,0014010011078265,POINT(6.59642505 53.20467267),"Oostendeweg 48, 9723HH Groningen",6.59642505,53.20467267,98.0
41190166,Oostendeweg 57,000061258555,False,Oostendeweg,57,57,,Groningen,9723 HJ,,0014010011072853,POINT(6.59651197 53.2044271),"Oostendeweg 57, 9723HJ Groningen",6.59651197,53.2044271,392.0
41190166,Oostendeweg 59,000061258563,False,Oostendeweg,59,59,,Groningen,9723 HJ,,0014010011075649,POINT(6.59684593 53.20448376),"Oostendeweg 59, 9723HJ Groningen",6.59684593,53.20448376,263.0
41190166,Orpheusstraat 15-17,000031509037,False,Orpheusstraat,15,15,,Arnhem,6846 XC,,0202010000836864,POINT(5.84698443 51.95053448),"Orpheusstraat 15, 6846XC Arnhem",5.84698443,51.95053448,180.0
41190166,Orpheusstraat 19-21-23-25-27,000031509045,False,Orpheusstraat,19,19,,Arnhem,6846 XC,,0202010000836866,POINT(5.84701057 51.95055043),"Orpheusstraat 19, 6846XC Arnhem",5.84701057,51.95055043,86.0
41190166,Orthopedische werkplaats,000054236614,False,Nieuwekamp,1,1,,Ermelo,3853 HP,,0233010000013174,POINT(5.60383519 52.31449804),"Nieuwekamp 1, 3853HP Ermelo",5.60383519,52.31449804,2622.0
41190166,Otterloseweg 78,000022971564,False,Otterloseweg,78,78,,Wekerom,6733 AN,,0228010000049883,POINT(5.73965905 52.10512115),"Otterloseweg 78, 6733AN Wekerom",5.73965905,52.10512115,238.0
41190166,Oude Rijksweg 54,000028268261,False,Oude Rijksweg,54,54,,Nieuw- en Sint Joosland,4339 BD,,0687010000005592,POINT(3.65946567 51.48342747),"Oude Rijksweg 54, 4339BD Nieuw- en Sint Joosland",3.65946567,51.48342747,349.0
41190166,Oude Vlissingseweg 103-105,000028273974,False,Oude Vlissingseweg,103,103,,Middelburg,4336 AC,,0687010000005481,POINT(3.61165398 51.48395458),"Oude Vlissingseweg 103, 4336AC Middelburg",3.61165398,51.48395458,153.0
41190166,Pa Hoeklaan 11-13,000022990410,False,Pa Hoeklaan,11,11,,Druten,6651 TE,,0225010000006517,POINT(5.60219709 51.89388866),"Pa Hoeklaan 11, 6651TE Druten",5.60219709,51.89388866,305.0
41190166,Pa Hoeklaan 15-17,000022994734,False,Pa Hoeklaan,15,15,,Druten,6651 TE,,0225010000006521,POINT(5.60186522 51.89347448),"Pa Hoeklaan 15, 6651TE Druten",5.60186522,51.89347448,305.0
41190166,Pa Hoeklaan 18-20-22-24-26-28,000022990399,False,Pa Hoeklaan,18,18,,Druten,6651 TG,,0225010000006524,POINT(5.60084916 51.89293025),"Pa Hoeklaan 18, 6651TG Druten",5.60084916,51.89293025,1512.0
41190166,Pa Hoeklaan 2,000023187433,False,Pa Hoeklaan,2,2,,Druten,6651 TG,,0225010000000676,POINT(5.60401058 51.89324849),"Pa Hoeklaan 2, 6651TG Druten",5.60401058,51.89324849,3575.0
41190166,Pa Hoeklaan 25-25A-27A-27B-27C,000053867912,False,Pa Hoeklaan,25,25,,Druten,6651 TE,,0225010000009849,POINT(5.59849409 51.89369362),"Pa Hoeklaan 25Z-1, 6651TE Druten",5.59849409,51.89369362,26.0
41190166,Pa Hoeklaan 35-37-39-41-43-45-47,000022989587,False,Pa Hoeklaan,35,35,,Druten,6651 TE,,0225010000010744,POINT(5.59768603 51.89366594),"Pa Hoeklaan 35Z-1, 6651TE Druten",5.59768603,51.89366594,26.0
41190166,Pa Hoeklaan 4-6,000022990380,False,Pa Hoeklaan,6,6,,Druten,6651 TG,,0225010000000823,POINT(5.60327969 51.89317201),"Pa Hoeklaan 6, 6651TG Druten",5.60327969,51.89317201,305.0
41190166,Pa Hoeklaan 51-53-53a,000053867920,False,Pa Hoeklaan,51,51,,Druten,6651 TE,,0225010000009348,POINT(5.59738003 51.89392916),"Pa Hoeklaan 51Z-1, 6651TE Druten",5.59738003,51.89392916,26.0
41190166,Pa Hoeklaan 55-55a-57,000053867939,False,Pa Hoeklaan,55,55,,Druten,6651 TE,,0225010000009364,POINT(5.59737705 51.89418155),"Pa Hoeklaan 55Z-1, 6651TE Druten",5.59737705,51.89418155,26.0
41190166,Pa Hoeklaan 59-59a-61,000053867947,False,Pa Hoeklaan,59,59,,Druten,6651 TE,,0225010000009379,POINT(5.59831143 51.89448305),"Pa Hoeklaan 59Z-1, 6651TE Druten",5.59831143,51.89448305,26.0
41190166,Pa Hoeklaan 65,000022991751,False,Pa Hoeklaan,65,65,,Druten,6651 TE,,0225010000006545,POINT(5.60010247 51.89464079),"Pa Hoeklaan 65, 6651TE Druten",5.60010247,51.89464079,744.0
41190166,Pa Hoeklaan 7 a-b-c,000031509746,False,Pa Hoeklaan,7a,7,a,Druten,6651 TE,,0225010000008868,POINT(5.60286924 51.89395018),"Pa Hoeklaan 7A, 6651TE Druten",5.60286924,51.89395018,29.0
41190166,Pa Hoeklaan 8-10,000022990429,False,Pa Hoeklaan,8,8,,Druten,6651 TG,,0225010000000824,POINT(5.6030871 51.89302437),"Pa Hoeklaan 8, 6651TG Druten",5.6030871,51.89302437,305.0
41190166,Paardenkamp 1-3-5-7/Rodeland 14,000023144106,False,Paardenkamp,1,1,,Ermelo,3853 HB,,0233010000014004,POINT(5.59698559 52.31858667),"Paardenkamp 1, 3853HB Ermelo",5.59698559,52.31858667,425.0
41190166,Paardenkamp 2-4-6-8-10,000023127619,False,Paardenkamp,2,2,,Ermelo,3853 HB,,0233010000013997,POINT(5.59640486 52.31878961),"Paardenkamp 2, 3853HB Ermelo",5.59640486,52.31878961,360.0
41190166,Parklaan 1,000053954718,False,Parklaan,1,1,,Monster,2681 JE,,1783010000045868,POINT(4.19611136 52.03261091),"Parklaan 1, 2681JE Monster",4.19611136,52.03261091,693.0
41190166,Parlevinkerweg 1,000058239634,False,Parlevinkerweg,1,1,,Venlo,5928 NV,,0983010000037482,POINT(6.15051008 51.38242943),"Parlevinkerweg 1, 5928NV Venlo",6.15051008,51.38242943,4327.0
41190166,Parmentierstraat 13,000047820063,False,Parmentierstraat,13,13,,Barneveld,3772 MS,,0203010000408832,POINT(5.56893035 52.12887595),"Parmentierstraat 13, 3772MS Barneveld",5.56893035,52.12887595,595.0
41190166,Parnassia 227-239,000023178175,False,Parnassia,227,227,,Katwijk,2224 DN,,0537010000009628,POINT(4.41637355 52.19384659),"Parnassia 227, 2224DN Katwijk",4.41637355,52.19384659,69.0
41190166,Parnassia 96-102,000023161817,False,Parnassia,96,96,,Katwijk,2224 DD,,0537010000009407,POINT(4.41538149 52.19458454),"Parnassia 96, 2224DD Katwijk",4.41538149,52.19458454,319.0
41190166,"Paspartoe, Hillegom",000054159431,False,Meerstraat,18a,18,a,Hillegom,2181 BR,,0534010000005727,POINT(4.5812643 52.29269006),"Meerstraat 18A, 2181BR Hillegom",4.5812643,52.29269006,250.0
41190166,Past. Verhoeffpark 25 t/m 38,000053885910,False,Past. Verhoeffpark,25,25,,Breezand,1764 GN,,0366010000004354,POINT(4.80990674 52.89405549),"Past. Verhoeffpark 25, 1764GN Breezand",4.80990674,52.89405549,76.0
41190166,Patrijs 2-4,000023068108,False,Patrijs,2,2,,Bedum,9781 XM,,0005010000004278,POINT(6.60622812 53.30332687),"Patrijs 2, 9781XM Bedum",6.60622812,53.30332687,216.0
41190166,Peelstraat 72,000047996250,False,Peelstraat,72,72,,Den Helder,1784 DG,,0400010000027544,POINT(4.74587618 52.94001786),"Peelstraat 72, 1784DG Den Helder",4.74587618,52.94001786,69.0
41190166,Perenhout 1,000023249242,False,Perenhout,1,1,,Julianadorp,1787 RE,,0400010000038826,POINT(4.76066562 52.88123443),"Perenhout 1, 1787RE Julianadorp",4.76066562,52.88123443,28.0
41190166,Perenhout 11,000022990992,False,Perenhout,11,11,,Julianadorp,1787 RE,,0400010000038827,POINT(4.77010495 52.88123667),"Perenhout 11, 1787RE Julianadorp",4.77010495,52.88123667,323.0
41190166,Perenhout 12,000047407425,False,Perenhout,12,12,,Julianadorp,1787 RE,,0400010000039185,POINT(4.76760239 52.88139238),"Perenhout 12, 1787RE Julianadorp",4.76760239,52.88139238,60.0
41190166,Perenhout 12a,000047406062,False,Perenhout,12a,12,a,Julianadorp,1787 RE,,0400010000039079,POINT(4.76619026 52.87958989),"Perenhout 12A, 1787RE Julianadorp",4.76619026,52.87958989,251.0
41190166,Perenhout 14 t/m 18,000022998306,False,Perenhout,14,14,,Julianadorp,1787 RE,,0400010000038165,POINT(4.76414447 52.88054804),"Perenhout 14, 1787RE Julianadorp",4.76414447,52.88054804,311.0
41190166,Perenhout 19 t/m 23,000022998292,False,Perenhout,19,19,,Julianadorp,1787 RE,,0400010000038345,POINT(4.76340121 52.88079471),"Perenhout 19, 1787RE Julianadorp",4.76340121,52.88079471,311.0
41190166,Perenhout 2-3-4,000022996729,False,Perenhout,2,2,,Julianadorp,1787 RE,,0400010000037778,POINT(4.76070852 52.88202063),"Perenhout 2, 1787RE Julianadorp",4.76070852,52.88202063,823.0
41190166,Perenhout 24-25-26,000022996745,False,Perenhout,24,24,,Julianadorp,1787 RE,,0400010000038644,POINT(4.76267675 52.88109358),"Perenhout 24, 1787RE Julianadorp",4.76267675,52.88109358,823.0
41190166,Perenhout 27,000022990984,False,Perenhout,27,27,,Julianadorp,1787 RE,,0400010000038642,POINT(4.7610738 52.88046339),"Perenhout 27, 1787RE Julianadorp",4.7610738,52.88046339,3783.0
41190166,Perenhout 35,000022994750,False,Perenhout,35,35,,Julianadorp,1787 RE,,0400010000039763,POINT(4.75958293 52.88119046),"Perenhout 35, 1787RE Julianadorp",4.75958293,52.88119046,1053.0
41190166,Perenhout 35 B,000047409274,False,Perenhout,35b,35,b,Julianadorp,1787 RE,,0400010000042447,POINT(4.76007361 52.88104167),"Perenhout 35B, 1787RE Julianadorp",4.76007361,52.88104167,157.0
41190166,Perenhout 35a,000023249234,False,Perenhout,35a,35,a,Julianadorp,1787 RE,,,,,,,
41190166,Perenhout 5-6-7,000022996737,False,Perenhout,5,5,,Julianadorp,1787 RE,,0400010000037789,POINT(4.76175159 52.88180789),"Perenhout 5, 1787RE Julianadorp",4.76175159,52.88180789,823.0
41190166,Perenhout 8-9-10,000022997296,False,Perenhout,8,8,,Julianadorp,1787 RE,,0400010000037788,POINT(4.76379406 52.88183579),"Perenhout 8, 1787RE Julianadorp",4.76379406,52.88183579,823.0
41190166,Petronellaweg 30,000047821426,False,Petronellaweg,30,30,,Renkum,6871 EW,,0274010000247984,POINT(5.73907435 51.97709547),"Petronellaweg 30, 6871EW Renkum",5.73907435,51.97709547,114.0
41190166,Pianolaan 1 / Wintertuinlaan 20,000023207795,False,Pianolaan,1,1,,Noordwijk,2201 ZL,,0575010000042116,POINT(4.42665498 52.22193544),"Pianolaan 1, 2201ZL Noordwijk",4.42665498,52.22193544,3245.0
41190166,Pianolaan 11-13,000053877721,False,Pianolaan,11,11,,Noordwijk,2201 ZL,,0575010000042128,POINT(4.42661411 52.22293275),"Pianolaan 11, 2201ZL Noordwijk",4.42661411,52.22293275,555.0
41190166,Pianolaan 2,000022919902,False,Pianolaan,2,2,,Noordwijk,2201 ZL,,0575010000042118,POINT(4.42729474 52.22198702),"Pianolaan 2, 2201ZL Noordwijk",4.42729474,52.22198702,1204.0
41190166,Pianolaan 3-5,000022920285,False,Pianolaan,3,3,,Noordwijk,2201 ZL,,,,,,,
41190166,Pianolaan 7-9,000053877713,False,Pianolaan,7,7,,Noordwijk,2201 ZL,,0575010000042124,POINT(4.42645064 52.22261092),"Pianolaan 7, 2201ZL Noordwijk",4.42645064,52.22261092,272.0
41190166,"Pieter Bieremastraat 35 t/m 49, 65 t/m 77",000053854349,False,Pieter Bieremastraat,35,35,,Appingedam,9901 EA,,0003010000133449,POINT(6.85786997 53.32399748),"Pieter Bieremastraat 35, 9901EA Appingedam",6.85786997,53.32399748,47.0
41190166,Pieter Bieremastraat 5,000022911073,False,Pieter Bieremastraat,5,5,,Appingedam,9901 EA,,0003010000133425,POINT(6.85940909 53.3244577),"Pieter Bieremastraat 5, 9901EA Appingedam",6.85940909,53.3244577,119.0
41190166,Pieter de Hooghstraat 3,000022998284,False,Pieter de Hooghstraat,3,3,,Almere,1318 KC,,0034010000020616,POINT(5.24891469 52.38183736),"Pieter de Hooghstraat 3, 1318KC Almere",5.24891469,52.38183736,263.0
41190166,Pieter Langendijkstraat 121,000057614059,False,Pieter Langendijkstraat,121,121,,'s-Gravenhage,2533 TH,,0518010000737411,POINT(4.29129753 52.04739635),"Pieter Langendijkstraat 121, 2533TH 's-Gravenhage",4.29129753,52.04739635,57.0
41190166,Pieter van Slingerlandstr. 46,000023210990,False,Pieter van Slingerlandstraat,46,46,,Voorhout,2215 SZ,,1525010000009636,POINT(4.49124538 52.22731243),"Pieter van Slingerlandstraat 46, 2215SZ Voorhout",4.49124538,52.22731243,500.0
41190166,Pitershof 1-3-5-7,000031509428,False,Pitershof,1,1,,Druten,6651 TT,,0225010000008114,POINT(5.60082759 51.89344473),"Pitershof 1, 6651TT Druten",5.60082759,51.89344473,395.0
41190166,Pitershof 2-4-6-8,000022989609,False,Pitershof,2,2,,Druten,6651 TT,,0225010000008110,POINT(5.60055774 51.89342438),"Pitershof 2, 6651TT Druten",5.60055774,51.89342438,395.0
41190166,Platteelhof 3,000053888456,False,Platteelhof,3,3,,Ede,6711 JK,,0228010000053078,POINT(5.67452969 52.04028976),"Platteelhof 3, 6711JK Ede",5.67452969,52.04028976,2657.0
41190166,Plevier 81-87,000053942418,False,Plevier,81,81,,Bunschoten-Spakenburg,3752 PB,,0313010000200462,POINT(5.36075582 52.23618477),"Plevier 81, 3752PB Bunschoten-Spakenburg",5.36075582,52.23618477,555.0
41190166,Polderweg 210,000047997842,False,Polderweg,210,210,,Den Helder,1782 EC,,0400010000037710,POINT(4.75840777 52.95780048),"Polderweg 210, 1782EC Den Helder",4.75840777,52.95780048,56.0
41190166,Pomonalaan 23-25-27,000023002492,False,Pomonalaan,23,23,,Apeldoorn,7321 DH,,0200010000475043,POINT(5.98515271 52.21269779),"Pomonalaan 23, 7321DH Apeldoorn",5.98515271,52.21269779,185.0
41190166,Populierenstraat 8,000023038233,False,Populierenstraat,8,8,,Boven-Leeuwen,6657 BP,,0668010000004486,POINT(5.5537097 51.8853596),"Populierenstraat 8, 6657BP Boven-Leeuwen",5.5537097,51.8853596,610.0
41190166,Populierenstraat 8,000053942396,False,Populierenstraat,8,8,,Boven-Leeuwen,6657 BP,,0668010000004486,POINT(5.5537097 51.8853596),"Populierenstraat 8, 6657BP Boven-Leeuwen",5.5537097,51.8853596,610.0
41190166,Post & Transport de Punt,000023013028,False,Achisomoglaan,77,77,,Apeldoorn,7325 BR,,0200010000003424,POINT(6.00307677 52.20811925),"Achisomoglaan 77, 7325BR Apeldoorn",6.00307677,52.20811925,385.0
41190166,Postweg 1,000047820594,False,Postweg,1,1,,Barneveld,3772 MJ,,0203010000372841,POINT(5.55253572 52.11327111),"Postweg 1, 3772MJ Barneveld",5.55253572,52.11327111,707.0
41190166,Postweg 43,000022924884,False,Postweg,43,43,,De Glind,3794 MK,,0203010000371353,POINT(5.51105939 52.1182205),"Postweg 43, 3794MK De Glind",5.51105939,52.1182205,76.0
41190166,Postweg 82-84,000022924892,False,Postweg,82,82,,De Glind,3794 MN,,0203010000411546,POINT(5.5036904 52.11985485),"Postweg 82, 3794MN De Glind",5.5036904,52.11985485,172.0
41190166,Pottingastraat 88a-88-90-90a-92-92a-94-94a/b,000023089199,False,Pottingastraat,94b,94,b,Hoogeveen,7907 EK,,0118010090002419,POINT(6.46640032 52.71718698),"Pottingastraat 94b, 7907EK Hoogeveen",6.46640032,52.71718698,29.0
41190166,Prelaatweg 6,000028267176,False,Prelaatweg,6,6,,Westkapelle,4361 SC,,0717010000006025,POINT(3.45369228 51.52858865),"Prelaatweg 6, 4361SC Westkapelle",3.45369228,51.52858865,462.0
41190166,President Wilsonlaan 202-202a-b-c,000028269497,False,President Wilsonlaan,202,202,,Middelburg,4334 GG,,0687010000005270,POINT(3.59546592 51.5056898),"President Wilsonlaan 202, 4334GG Middelburg",3.59546592,51.5056898,217.0
41190166,"Prins Heerlijk, petit café",000054020417,False,Oranjelaan,56,56,,Nijkerk,3862 CX,,0267010000020232,POINT(5.49210321 52.22350312),"Oranjelaan 56, 3862CX Nijkerk",5.49210321,52.22350312,200.0
41190166,"Prins Mauritsplein 31-01/02/11/12, 31-21 t/m 31-26, 31-31 t/m 31-36",000023089202,False,Prins Mauritsplein,31 22,31,22,Hoogeveen,7902 AE,,0118010090002458,POINT(6.4800741 52.72959086),"Prins Mauritsplein 31-22, 7902AE Hoogeveen",6.4800741,52.72959086,84.0
41190166,Prins Mauritsstraat 32-36,000053948939,False,Prins Mauritsstraat,32,32,,Middelburg,4332 TX,,0687010000006596,POINT(3.62043538 51.50664214),"Prins Mauritsstraat 32, 4332TX Middelburg",3.62043538,51.50664214,60.0
41190166,Prins Mauritsstraat 35,000053948947,False,Prins Mauritsstraat,35,35,,Middelburg,4332 TW,,0687010000006599,POINT(3.62100304 51.50652817),"Prins Mauritsstraat 35, 4332TW Middelburg",3.62100304,51.50652817,71.0
41190166,Proosdijweg 39,000053888448,False,Proosdijweg,39,39,,Ede,6714 AK,,0228010000021608,POINT(5.65182875 52.04032236),"Proosdijweg 39, 6714AK Ede",5.65182875,52.04032236,441.0
41190166,Randstad 20 27,000045974519,False,Randstad 20,27,27,,Almere,1314 BC,,0034010000006733,POINT(5.22580554 52.37668391),"Randstad 20 27, 1314BC Almere",5.22580554,52.37668391,2454.0
41190166,Rank Bennekom/ Saffraan,000023033703,False,Heelsumseweg,31a,31,a,Bennekom,6721 GP,,0228010000052838,POINT(5.68325137 51.99663735),"Heelsumseweg 31A, 6721GP Bennekom",5.68325137,51.99663735,136.0
41190166,Ray Connifpad 11A en 7 t/m 53,000059426705,False,Ray Conniffpad,7,7,,Utrecht,3543 GS,,0344010000192833,POINT(5.05613816 52.10091551),"Ray Conniffpad 7, 3543GS Utrecht",5.05613816,52.10091551,50.0
41190166,Rechthoeklaan 10,000023203439,False,Rechthoeklaan,10,10,,Noordwijk,2201 ZR,,,,,,,
41190166,Rechthoeklaan 8,000023205040,False,Rechthoeklaan,8,8,,Noordwijk,2201 ZR,,0575010000044025,POINT(4.4323765 52.22061261),"Rechthoeklaan 8, 2201ZR Noordwijk",4.4323765,52.22061261,43.0
41190166,Regenboogbrink 6,000023013001,False,Regenboogbrink,6,6,,Apeldoorn,7325 BA,,0200010000172707,POINT(6.00604811 52.20733496),"Regenboogbrink 6, 7325BA Apeldoorn",6.00604811,52.20733496,273.0
41190166,Rekkenseweg 34b,000022974504,False,Rekkenseweg,34b,34,b,Rekken,7157 AE,,1859010000840947,POINT(6.71323138 52.09227208),"Rekkenseweg 34b, 7157AE Rekken",6.71323138,52.09227208,219.0
41190166,Rentmeesterlaan 277,000053948955,False,Rentmeesterlaan,277,277,,Middelburg,4336 EL,,0687010000016779,POINT(3.61482674 51.48361655),"Rentmeesterlaan 277, 4336EL Middelburg",3.61482674,51.48361655,117.0
41190166,Repro Julianadorp,000054156475,False,Eikenhout,357,357,,Julianadorp,1787 RA,,0400010000039866,POINT(4.75636074 52.88214275),"Eikenhout 357, 1787RA Julianadorp",4.75636074,52.88214275,205.0
41190166,Restaurant Plein 6 WvdB,000054020395,False,Wintertuinlaan,6,6,,Noordwijk,2201 ZS,,0575010000045301,POINT(4.4290232 52.22203973),"Wintertuinlaan 6, 2201ZS Noordwijk",4.4290232,52.22203973,6566.0
41190166,Reykjavikweg 7-9-11-13-15-17-19,000023119217,False,Reykjavikweg,7,7,,'s-Gravenhage,2548 VA,,0518010000549530,POINT(4.29642074 52.02170583),"Reykjavikweg 7, 2548VA 's-Gravenhage",4.29642074,52.02170583,148.0
41190166,Rielerweg 110,000053862902,False,Rielerweg,110,110,,Deventer,7416 ZJ,,0150010000049834,POINT(6.17247563 52.25813455),"Rielerweg 110, 7416ZJ Deventer",6.17247563,52.25813455,490.0
41190166,Rijnauwenstraat 144,000059272031,False,Rijnauwenstraat,144,144,,'s-Gravenhage,2532 VH,,0518010001769751,POINT(4.29569888 52.0451329),"Rijnauwenstraat 144, 2532VH 's-Gravenhage",4.29569888,52.0451329,32.0
41190166,Rijnstraat 20,000023178167,False,Rijnstraat,20,20,,Katwijk,2223 EE,,0537010000006772,POINT(4.42384855 52.19228345),"Rijnstraat 20, 2223EE Katwijk",4.42384855,52.19228345,286.0
41190166,Ring 7-9,000028268288,False,Ring,7,7,,Nieuwdorp,4455 AC,,0654010000042547,POINT(3.74150628 51.47051403),"Ring 7, 4455AC Nieuwdorp",3.74150628,51.47051403,403.0
41190166,Rodeland 4-6-8-10-12,000023144092,False,Rodeland,4,4,,Ermelo,3853 HC,,0233010000015462,POINT(5.59759218 52.3184396),"Rodeland 4, 3853HC Ermelo",5.59759218,52.3184396,440.0
41190166,Roeklaan 21,000053891457,False,Roeklaan,21,21,,Wekerom,6733 SR,,0228010000058566,POINT(5.73486368 52.08926205),"Roeklaan 21, 6733SR Wekerom",5.73486368,52.08926205,172.0
41190166,Rondeel 18,000053948963,False,Rondeel,18,18,,Middelburg,4336 JV,,0687010000018197,POINT(3.61941129 51.47982357),"Rondeel 18, 4336JV Middelburg",3.61941129,51.47982357,43.0
41190166,Rustoordlaan 21-25-29-33-37,000053941993,False,Rustoordlaan,21,21,,Apeldoorn,7325 BK,,0200010000178727,POINT(6.00968041 52.20770228),"Rustoordlaan 21, 7325BK Apeldoorn",6.00968041,52.20770228,218.0
41190166,Rustoordlaan 43-47-51-55-59,000053942000,False,Rustoordlaan,43,43,,Apeldoorn,7325 BK,,0200010000179172,POINT(6.01023152 52.20777135),"Rustoordlaan 43, 7325BK Apeldoorn",6.01023152,52.20777135,377.0
41190166,s Heerenhoff (OIS: Heerenhoff),000054159415,False,Van 't Hoffstraat,28c,28,c,Nijkerk,3863 AX,,0267010000020383,POINT(5.47478872 52.21556832),"Van 't Hoffstraat 28c, 3863AX Nijkerk",5.47478872,52.21556832,306.0
41190166,Sand Ambachtstraat 27-29,000023202661,False,Sand-Ambachtstraat,27,27,,'s-Gravenzande,2691 BL,,1783010000015027,POINT(4.15924976 52.00344597),"Sand-Ambachtstraat 27, 2691BL 's-Gravenzande",4.15924976,52.00344597,120.0
41190166,Sarinkkamp 43,000047803932,False,Sarinkkamp,43,43,,Hengelo (Gld),7255 CX,,1876010001015417,POINT(6.31550171 52.05439543),"Sarinkkamp 43, 7255CX Hengelo (Gld)",6.31550171,52.05439543,85.0
41190166,Saturnusstraat 83-E,000047693770,False,Saturnusstraat,83e,83,e,Emmeloord,8303 CB,,0171010000034814,POINT(5.73790792 52.70571725),"Saturnusstraat 83E, 8303CB Emmeloord",5.73790792,52.70571725,173.0
41190166,Schapenveld 22,000023202629,False,Schapenveld,22,22,,Sleen,7841 GT,,,,,,,
41190166,Schelpendaal 1-3-5-7,000023170700,False,Schelpendaal,1,1,,Monster,2681 JJ,,1783010000045882,POINT(4.19899781 52.03478443),"Schelpendaal 1, 2681JJ Monster",4.19899781,52.03478443,263.0
41190166,Schelpendaal 2-4,000058935983,False,Schelpendaal,2,2,,Monster,2681 JJ,,1783010000740705,POINT(4.19821239 52.03536375),"Schelpendaal 2, 2681JJ Monster",4.19821239,52.03536375,435.0
41190166,Schenkerij,000054158206,False,Proosdijweg,37,37,,Ede,6714 AK,,0228010000021607,POINT(5.65240917 52.04046657),"Proosdijweg 37, 6714AK Ede",5.65240917,52.04046657,437.0
41190166,"Schoenmakersland 101 t/m 110, 118, 119 en 201 t/m 210",000058935940,False,Schoenmakersland,101,101,,Bunschoten-Spakenburg,3751 KA,,0313010000221398,POINT(5.37872815 52.23773568),"Schoenmakersland 101, 3751KA Bunschoten-Spakenburg",5.37872815,52.23773568,45.0
41190166,Schoolkaterdijk 78-78a,000053954726,False,Schoolkaterdijk,78,78,,Haaksbergen,7482 PX,,0158010000013424,POINT(6.72304788 52.19154287),"Schoolkaterdijk 78, 7482PX Haaksbergen",6.72304788,52.19154287,505.0
41190166,Schoollaan 15,000023185082,False,Schoollaan,15,15,,Hoogmade,2355 BS,,1884010000007667,POINT(4.58165025 52.16908407),"Schoollaan 15, 2355BS Hoogmade",4.58165025,52.16908407,71.0
41190166,Schoolstraat 10,000048000442,False,Schoolstraat,10,10,,Bedum,9781 JN,,0005010000002241,POINT(6.60153331 53.30015516),"Schoolstraat 10, 9781JN Bedum",6.60153331,53.30015516,281.0
41190166,Schoolstraat 28a,000047692243,False,Schoolstraat,28a,28,a,Nijkerkerveen,3864 MG,,0267010000000800,POINT(5.47302888 52.19440724),"Schoolstraat 28a, 3864MG Nijkerkerveen",5.47302888,52.19440724,163.0
41190166,Schoolstraat 3c-5,000023161809,False,Schoolstraat,3c,3,c,Katwijk,2225 KN,,0537010000015197,POINT(4.39990106 52.2019254),"Schoolstraat 3C, 2225KN Katwijk",4.39990106,52.2019254,132.0
41190166,Schopenhauerstraat 107-111,000023002409,False,Schopenhauerstraat,107,107,,Apeldoorn,7323 LV,,0200010000475152,POINT(6.00167785 52.22685019),"Schopenhauerstraat 107, 7323LV Apeldoorn",6.00167785,52.22685019,532.0
41190166,Schopenhauerstraat 85-87,000023002506,False,Schopenhauerstraat,87,87,,Apeldoorn,7323 LT,,0200010000184070,POINT(6.00135529 52.22731169),"Schopenhauerstraat 87, 7323LT Apeldoorn",6.00135529,52.22731169,133.0
41190166,Schorpioenstraat 93 t/m 117,000059426713,False,Schorpioenstraat,93,93,,Apeldoorn,7323 AZ,,0200010000184492,POINT(5.98570546 52.23419794),"Schorpioenstraat 93, 7323AZ Apeldoorn",5.98570546,52.23419794,64.0
41190166,Schreursweg 63,000053932781,False,Schreursweg,63,63,,Enschede,7531 AK,,0153010000485180,POINT(6.90842578 52.23087938),"Schreursweg 63, 7531AK Enschede",6.90842578,52.23087938,545.0
41190166,Schrijnwerkershorst 507,000047689013,False,Schrijnwerkershorst,507,507,,Apeldoorn,7328 PT,,0200010000186301,POINT(5.99194963 52.20505949),"Schrijnwerkershorst 507, 7328PT Apeldoorn",5.99194963,52.20505949,65.0
41190166,Schuylenhof 47a-b,000022999949,False,Schuylenhof,47a,47,a,Apeldoorn,7325 VC,,0200010000475533,POINT(6.00692125 52.21077461),"Schuylenhof 47A, 7325VC Apeldoorn",6.00692125,52.21077461,255.0
41190166,Schuylenhof 49-51,000031507816,False,Schuylenhof,49,49,,Apeldoorn,7325 VC,,0200010000475535,POINT(6.00744136 52.21079117),"Schuylenhof 49, 7325VC Apeldoorn",6.00744136,52.21079117,236.0
41190166,Schuylenhof 53-55,000031513255,False,Schuylenhof,53,53,,Apeldoorn,7325 VD,,0200010000475537,POINT(6.00717159 52.21102483),"Schuylenhof 53, 7325VD Apeldoorn",6.00717159,52.21102483,297.0
41190166,Secretaris Varkevisserstraat 98,000047991011,False,Secretaris Varkevisserstraat,98,98,,Katwijk,2225 LG,,0537010000014904,POINT(4.39551037 52.20070213),"Secretaris Varkevisserstraat 98, 2225LG Katwijk",4.39551037,52.20070213,111.0
41190166,Seinstraat 22,000057614067,False,Seinstraat,22,22,,Hilversum,1223 DA,,0402010001629211,POINT(5.19412404 52.23373725),"Seinstraat 22, 1223DA Hilversum",5.19412404,52.23373725,412.0
